,Name,Grade,Moves,Holdsets,Id,holds,number_of_holds,lengths_of_moves
382,GESIER,6C+,"[{'Id': 1721130, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1721131, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1721132, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1721133, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1721134, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1721135, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 1721136, 'Description': 'I7', 'IsStart': False, 'IsEnd': False}, {'Id': 1721137, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",55417,"['D17', 'E12', 'E13', 'F5', 'G8', 'H18', 'I7', 'I11']",8,"{'D17toD17': 0.0, 'D17toE12': 5.0990195135927845, 'D17toE13': 4.123105625617661, 'D17toF5': 12.165525060596439, 'D17toG8': 9.486832980505138, 'D17toH18': 4.123105625617661, 'D17toI7': 11.180339887498949, 'D17toI11': 7.810249675906654, 'E12toD17': 5.0990195135927845, 'E12toE12': 0.0, 'E12toE13': 1.0, 'E12toF5': 7.0710678118654755, 'E12toG8': 4.47213595499958, 'E12toH18': 6.708203932499369, 'E12toI7': 6.4031242374328485, 'E12toI11': 4.123105625617661, 'E13toD17': 4.123105625617661, 'E13toE12': 1.0, 'E13toE13': 0.0, 'E13toF5': 8.06225774829855, 'E13toG8': 5.385164807134504, 'E13toH18': 5.830951894845301, 'E13toI7': 7.211102550927978, 'E13toI11': 4.47213595499958, 'F5toD17': 12.165525060596439, 'F5toE12': 7.0710678118654755, 'F5toE13': 8.06225774829855, 'F5toF5': 0.0, 'F5toG8': 3.1622776601683795, 'F5toH18': 13.152946437965905, 'F5toI7': 3.605551275463989, 'F5toI11': 6.708203932499369, 'G8toD17': 9.486832980505138, 'G8toE12': 4.47213595499958, 'G8toE13': 5.385164807134504, 'G8toF5': 3.1622776601683795, 'G8toG8': 0.0, 'G8toH18': 10.04987562112089, 'G8toI7': 2.23606797749979, 'G8toI11': 3.605551275463989, 'H18toD17': 4.123105625617661, 'H18toE12': 6.708203932499369, 'H18toE13': 5.830951894845301, 'H18toF5': 13.152946437965905, 'H18toG8': 10.04987562112089, 'H18toH18': 0.0, 'H18toI7': 11.045361017187261, 'H18toI11': 7.0710678118654755, 'I7toD17': 11.180339887498949, 'I7toE12': 6.4031242374328485, 'I7toE13': 7.211102550927978, 'I7toF5': 3.605551275463989, 'I7toG8': 2.23606797749979, 'I7toH18': 11.045361017187261, 'I7toI7': 0.0, 'I7toI11': 4.0, 'I11toD17': 7.810249675906654, 'I11toE12': 4.123105625617661, 'I11toE13': 4.47213595499958, 'I11toF5': 6.708203932499369, 'I11toG8': 3.605551275463989, 'I11toH18': 7.0710678118654755, 'I11toI7': 4.0, 'I11toI11': 0.0}"
383,GESIER-RIGHT HAND,6C+,"[{'Id': 1709872, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1709873, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1709874, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1709875, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1709876, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 1709877, 'Description': 'I7', 'IsStart': False, 'IsEnd': False}, {'Id': 1709878, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1709879, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",85826,"['D17', 'E12', 'E13', 'G8', 'H18', 'I7', 'I11', 'K5']",8,"{'D17toD17': 0.0, 'D17toE12': 5.0990195135927845, 'D17toE13': 4.123105625617661, 'D17toG8': 9.486832980505138, 'D17toH18': 4.123105625617661, 'D17toI7': 11.180339887498949, 'D17toI11': 7.810249675906654, 'D17toK5': 13.892443989449804, 'E12toD17': 5.0990195135927845, 'E12toE12': 0.0, 'E12toE13': 1.0, 'E12toG8': 4.47213595499958, 'E12toH18': 6.708203932499369, 'E12toI7': 6.4031242374328485, 'E12toI11': 4.123105625617661, 'E12toK5': 9.219544457292887, 'E13toD17': 4.123105625617661, 'E13toE12': 1.0, 'E13toE13': 0.0, 'E13toG8': 5.385164807134504, 'E13toH18': 5.830951894845301, 'E13toI7': 7.211102550927978, 'E13toI11': 4.47213595499958, 'E13toK5': 10.0, 'G8toD17': 9.486832980505138, 'G8toE12': 4.47213595499958, 'G8toE13': 5.385164807134504, 'G8toG8': 0.0, 'G8toH18': 10.04987562112089, 'G8toI7': 2.23606797749979, 'G8toI11': 3.605551275463989, 'G8toK5': 5.0, 'H18toD17': 4.123105625617661, 'H18toE12': 6.708203932499369, 'H18toE13': 5.830951894845301, 'H18toG8': 10.04987562112089, 'H18toH18': 0.0, 'H18toI7': 11.045361017187261, 'H18toI11': 7.0710678118654755, 'H18toK5': 13.341664064126334, 'I7toD17': 11.180339887498949, 'I7toE12': 6.4031242374328485, 'I7toE13': 7.211102550927978, 'I7toG8': 2.23606797749979, 'I7toH18': 11.045361017187261, 'I7toI7': 0.0, 'I7toI11': 4.0, 'I7toK5': 2.8284271247461903, 'I11toD17': 7.810249675906654, 'I11toE12': 4.123105625617661, 'I11toE13': 4.47213595499958, 'I11toG8': 3.605551275463989, 'I11toH18': 7.0710678118654755, 'I11toI7': 4.0, 'I11toI11': 0.0, 'I11toK5': 6.324555320336759, 'K5toD17': 13.892443989449804, 'K5toE12': 9.219544457292887, 'K5toE13': 10.0, 'K5toG8': 5.0, 'K5toH18': 13.341664064126334, 'K5toI7': 2.8284271247461903, 'K5toI11': 6.324555320336759, 'K5toK5': 0.0}"
384,HALF MOON VAR,6C+,"[{'Id': 1523657, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1523658, 'Description': 'J7', 'IsStart': False, 'IsEnd': False}, {'Id': 1523659, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1523660, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 1523661, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1523662, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",28514,"['K5', 'J7', 'F10', 'I13', 'E15', 'D18']",6,"{'K5toK5': 0.0, 'K5toJ7': 2.23606797749979, 'K5toF10': 7.0710678118654755, 'K5toI13': 8.246211251235321, 'K5toE15': 11.661903789690601, 'K5toD18': 14.7648230602334, 'J7toK5': 2.23606797749979, 'J7toJ7': 0.0, 'J7toF10': 5.0, 'J7toI13': 6.082762530298219, 'J7toE15': 9.433981132056603, 'J7toD18': 12.529964086141668, 'F10toK5': 7.0710678118654755, 'F10toJ7': 5.0, 'F10toF10': 0.0, 'F10toI13': 4.242640687119285, 'F10toE15': 5.0990195135927845, 'F10toD18': 8.246211251235321, 'I13toK5': 8.246211251235321, 'I13toJ7': 6.082762530298219, 'I13toF10': 4.242640687119285, 'I13toI13': 0.0, 'I13toE15': 4.47213595499958, 'I13toD18': 7.0710678118654755, 'E15toK5': 11.661903789690601, 'E15toJ7': 9.433981132056603, 'E15toF10': 5.0990195135927845, 'E15toI13': 4.47213595499958, 'E15toE15': 0.0, 'E15toD18': 3.1622776601683795, 'D18toK5': 14.7648230602334, 'D18toJ7': 12.529964086141668, 'D18toF10': 8.246211251235321, 'D18toI13': 7.0710678118654755, 'D18toE15': 3.1622776601683795, 'D18toD18': 0.0}"
385,HEMATOMA,6C+,"[{'Id': 1879500, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1879501, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 1879502, 'Description': 'H9', 'IsStart': False, 'IsEnd': False}, {'Id': 1879503, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1879504, 'Description': 'I12', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",20038,"['F15', 'H18', 'H9', 'I5', 'I12']",5,"{'F15toF15': 0.0, 'F15toH18': 3.605551275463989, 'F15toH9': 6.324555320336759, 'F15toI5': 10.44030650891055, 'F15toI12': 4.242640687119285, 'H18toF15': 3.605551275463989, 'H18toH18': 0.0, 'H18toH9': 9.0, 'H18toI5': 13.038404810405298, 'H18toI12': 6.082762530298219, 'H9toF15': 6.324555320336759, 'H9toH18': 9.0, 'H9toH9': 0.0, 'H9toI5': 4.123105625617661, 'H9toI12': 3.1622776601683795, 'I5toF15': 10.44030650891055, 'I5toH18': 13.038404810405298, 'I5toH9': 4.123105625617661, 'I5toI5': 0.0, 'I5toI12': 7.0, 'I12toF15': 4.242640687119285, 'I12toH18': 6.082762530298219, 'I12toH9': 3.1622776601683795, 'I12toI5': 7.0, 'I12toI12': 0.0}"
386,HER COMES THE KING,6C+,"[{'Id': 1697862, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1697863, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1697864, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1697865, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1697866, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697867, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1697868, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",55506,"['A9', 'A14', 'D17', 'E8', 'E18', 'F11', 'F5']",7,"{'A9toA9': 0.0, 'A9toA14': 5.0, 'A9toD17': 8.54400374531753, 'A9toE8': 4.123105625617661, 'A9toE18': 9.848857801796104, 'A9toF11': 5.385164807134504, 'A9toF5': 6.4031242374328485, 'A14toA9': 5.0, 'A14toA14': 0.0, 'A14toD17': 4.242640687119285, 'A14toE8': 7.211102550927978, 'A14toE18': 5.656854249492381, 'A14toF11': 5.830951894845301, 'A14toF5': 10.295630140987, 'D17toA9': 8.54400374531753, 'D17toA14': 4.242640687119285, 'D17toD17': 0.0, 'D17toE8': 9.055385138137417, 'D17toE18': 1.4142135623730951, 'D17toF11': 6.324555320336759, 'D17toF5': 12.165525060596439, 'E8toA9': 4.123105625617661, 'E8toA14': 7.211102550927978, 'E8toD17': 9.055385138137417, 'E8toE8': 0.0, 'E8toE18': 10.0, 'E8toF11': 3.1622776601683795, 'E8toF5': 3.1622776601683795, 'E18toA9': 9.848857801796104, 'E18toA14': 5.656854249492381, 'E18toD17': 1.4142135623730951, 'E18toE8': 10.0, 'E18toE18': 0.0, 'E18toF11': 7.0710678118654755, 'E18toF5': 13.038404810405298, 'F11toA9': 5.385164807134504, 'F11toA14': 5.830951894845301, 'F11toD17': 6.324555320336759, 'F11toE8': 3.1622776601683795, 'F11toE18': 7.0710678118654755, 'F11toF11': 0.0, 'F11toF5': 6.0, 'F5toA9': 6.4031242374328485, 'F5toA14': 10.295630140987, 'F5toD17': 12.165525060596439, 'F5toE8': 3.1622776601683795, 'F5toE18': 13.038404810405298, 'F5toF11': 6.0, 'F5toF5': 0.0}"
387,HOCUS POCUS,6C+,"[{'Id': 1844828, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 1844829, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1844830, 'Description': 'D11', 'IsStart': False, 'IsEnd': False}, {'Id': 1844831, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1844832, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1844833, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",23261,"['B16', 'D15', 'D11', 'E18', 'F5', 'H10']",6,"{'B16toB16': 0.0, 'B16toD15': 2.23606797749979, 'B16toD11': 5.385164807134504, 'B16toE18': 3.605551275463989, 'B16toF5': 11.704699910719626, 'B16toH10': 8.48528137423857, 'D15toB16': 2.23606797749979, 'D15toD15': 0.0, 'D15toD11': 4.0, 'D15toE18': 3.1622776601683795, 'D15toF5': 10.198039027185569, 'D15toH10': 6.4031242374328485, 'D11toB16': 5.385164807134504, 'D11toD15': 4.0, 'D11toD11': 0.0, 'D11toE18': 7.0710678118654755, 'D11toF5': 6.324555320336759, 'D11toH10': 4.123105625617661, 'E18toB16': 3.605551275463989, 'E18toD15': 3.1622776601683795, 'E18toD11': 7.0710678118654755, 'E18toE18': 0.0, 'E18toF5': 13.038404810405298, 'E18toH10': 8.54400374531753, 'F5toB16': 11.704699910719626, 'F5toD15': 10.198039027185569, 'F5toD11': 6.324555320336759, 'F5toE18': 13.038404810405298, 'F5toF5': 0.0, 'F5toH10': 5.385164807134504, 'H10toB16': 8.48528137423857, 'H10toD15': 6.4031242374328485, 'H10toD11': 4.123105625617661, 'H10toE18': 8.54400374531753, 'H10toF5': 5.385164807134504, 'H10toH10': 0.0}"
388,HOP SCOTCH,6C+,"[{'Id': 1864936, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1864937, 'Description': 'G12', 'IsStart': False, 'IsEnd': False}, {'Id': 1864938, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1864939, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}, {'Id': 1864940, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}, {'Id': 1864941, 'Description': 'K9', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",39700,"['E18', 'G12', 'H5', 'I16', 'J2', 'K9']",6,"{'E18toE18': 0.0, 'E18toG12': 6.324555320336759, 'E18toH5': 13.341664064126334, 'E18toI16': 4.47213595499958, 'E18toJ2': 16.76305461424021, 'E18toK9': 10.816653826391969, 'G12toE18': 6.324555320336759, 'G12toG12': 0.0, 'G12toH5': 7.0710678118654755, 'G12toI16': 4.47213595499958, 'G12toJ2': 10.44030650891055, 'G12toK9': 5.0, 'H5toE18': 13.341664064126334, 'H5toG12': 7.0710678118654755, 'H5toH5': 0.0, 'H5toI16': 11.045361017187261, 'H5toJ2': 3.605551275463989, 'H5toK9': 5.0, 'I16toE18': 4.47213595499958, 'I16toG12': 4.47213595499958, 'I16toH5': 11.045361017187261, 'I16toI16': 0.0, 'I16toJ2': 14.035668847618199, 'I16toK9': 7.280109889280518, 'J2toE18': 16.76305461424021, 'J2toG12': 10.44030650891055, 'J2toH5': 3.605551275463989, 'J2toI16': 14.035668847618199, 'J2toJ2': 0.0, 'J2toK9': 7.0710678118654755, 'K9toE18': 10.816653826391969, 'K9toG12': 5.0, 'K9toH5': 5.0, 'K9toI16': 7.280109889280518, 'K9toJ2': 7.0710678118654755, 'K9toK9': 0.0}"
389,I LOVE ROCK AND ROLL,6C+,"[{'Id': 1667154, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1667155, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1667156, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1667157, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1667158, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1667159, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}, {'Id': 1667160, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",77088,"['E8', 'E16', 'F11', 'G9', 'I14', 'I18', 'J5']",7,"{'E8toE8': 0.0, 'E8toE16': 8.0, 'E8toF11': 3.1622776601683795, 'E8toG9': 2.23606797749979, 'E8toI14': 7.211102550927978, 'E8toI18': 10.770329614269007, 'E8toJ5': 5.830951894845301, 'E16toE8': 8.0, 'E16toE16': 0.0, 'E16toF11': 5.0990195135927845, 'E16toG9': 7.280109889280518, 'E16toI14': 4.47213595499958, 'E16toI18': 4.47213595499958, 'E16toJ5': 12.083045973594572, 'F11toE8': 3.1622776601683795, 'F11toE16': 5.0990195135927845, 'F11toF11': 0.0, 'F11toG9': 2.23606797749979, 'F11toI14': 4.242640687119285, 'F11toI18': 7.615773105863909, 'F11toJ5': 7.211102550927978, 'G9toE8': 2.23606797749979, 'G9toE16': 7.280109889280518, 'G9toF11': 2.23606797749979, 'G9toG9': 0.0, 'G9toI14': 5.385164807134504, 'G9toI18': 9.219544457292887, 'G9toJ5': 5.0, 'I14toE8': 7.211102550927978, 'I14toE16': 4.47213595499958, 'I14toF11': 4.242640687119285, 'I14toG9': 5.385164807134504, 'I14toI14': 0.0, 'I14toI18': 4.0, 'I14toJ5': 9.055385138137417, 'I18toE8': 10.770329614269007, 'I18toE16': 4.47213595499958, 'I18toF11': 7.615773105863909, 'I18toG9': 9.219544457292887, 'I18toI14': 4.0, 'I18toI18': 0.0, 'I18toJ5': 13.038404810405298, 'J5toE8': 5.830951894845301, 'J5toE16': 12.083045973594572, 'J5toF11': 7.211102550927978, 'J5toG9': 5.0, 'J5toI14': 9.055385138137417, 'J5toI18': 13.038404810405298, 'J5toJ5': 0.0}"
390,JELLY BELLY,6C+,"[{'Id': 1667117, 'Description': 'B15', 'IsStart': False, 'IsEnd': False}, {'Id': 1667118, 'Description': 'B11', 'IsStart': False, 'IsEnd': False}, {'Id': 1667119, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1667120, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1667121, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1667122, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1667123, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",25577,"['B15', 'B11', 'D18', 'E14', 'F10', 'F7', 'K5']",7,"{'B15toB15': 0.0, 'B15toB11': 4.0, 'B15toD18': 3.605551275463989, 'B15toE14': 3.1622776601683795, 'B15toF10': 6.4031242374328485, 'B15toF7': 8.94427190999916, 'B15toK5': 13.45362404707371, 'B11toB15': 4.0, 'B11toB11': 0.0, 'B11toD18': 7.280109889280518, 'B11toE14': 4.242640687119285, 'B11toF10': 4.123105625617661, 'B11toF7': 5.656854249492381, 'B11toK5': 10.816653826391969, 'D18toB15': 3.605551275463989, 'D18toB11': 7.280109889280518, 'D18toD18': 0.0, 'D18toE14': 4.123105625617661, 'D18toF10': 8.246211251235321, 'D18toF7': 11.180339887498949, 'D18toK5': 14.7648230602334, 'E14toB15': 3.1622776601683795, 'E14toB11': 4.242640687119285, 'E14toD18': 4.123105625617661, 'E14toE14': 0.0, 'E14toF10': 4.123105625617661, 'E14toF7': 7.0710678118654755, 'E14toK5': 10.816653826391969, 'F10toB15': 6.4031242374328485, 'F10toB11': 4.123105625617661, 'F10toD18': 8.246211251235321, 'F10toE14': 4.123105625617661, 'F10toF10': 0.0, 'F10toF7': 3.0, 'F10toK5': 7.0710678118654755, 'F7toB15': 8.94427190999916, 'F7toB11': 5.656854249492381, 'F7toD18': 11.180339887498949, 'F7toE14': 7.0710678118654755, 'F7toF10': 3.0, 'F7toF7': 0.0, 'F7toK5': 5.385164807134504, 'K5toB15': 13.45362404707371, 'K5toB11': 10.816653826391969, 'K5toD18': 14.7648230602334, 'K5toE14': 10.816653826391969, 'K5toF10': 7.0710678118654755, 'K5toF7': 5.385164807134504, 'K5toK5': 0.0}"
391,LA PASSE DU MOINEAU,6C+,"[{'Id': 1575138, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1575139, 'Description': 'B8', 'IsStart': False, 'IsEnd': False}, {'Id': 1575140, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1575141, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1575142, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1575143, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",181440,"['A5', 'B8', 'C10', 'H10', 'F14', 'G18']",6,"{'A5toA5': 0.0, 'A5toB8': 3.1622776601683795, 'A5toC10': 5.385164807134504, 'A5toH10': 8.602325267042627, 'A5toF14': 10.295630140987, 'A5toG18': 14.317821063276353, 'B8toA5': 3.1622776601683795, 'B8toB8': 0.0, 'B8toC10': 2.23606797749979, 'B8toH10': 6.324555320336759, 'B8toF14': 7.211102550927978, 'B8toG18': 11.180339887498949, 'C10toA5': 5.385164807134504, 'C10toB8': 2.23606797749979, 'C10toC10': 0.0, 'C10toH10': 5.0, 'C10toF14': 5.0, 'C10toG18': 8.94427190999916, 'H10toA5': 8.602325267042627, 'H10toB8': 6.324555320336759, 'H10toC10': 5.0, 'H10toH10': 0.0, 'H10toF14': 4.47213595499958, 'H10toG18': 8.06225774829855, 'F14toA5': 10.295630140987, 'F14toB8': 7.211102550927978, 'F14toC10': 5.0, 'F14toH10': 4.47213595499958, 'F14toF14': 0.0, 'F14toG18': 4.123105625617661, 'G18toA5': 14.317821063276353, 'G18toB8': 11.180339887498949, 'G18toC10': 8.94427190999916, 'G18toH10': 8.06225774829855, 'G18toF14': 4.123105625617661, 'G18toG18': 0.0}"
392,LEAN BACK,6C+,"[{'Id': 1615866, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1615867, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1615868, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1615869, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1615870, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1615871, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1615872, 'Description': 'D16', 'IsStart': False, 'IsEnd': False}, {'Id': 1615873, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",295302,"['K5', 'J8', 'E8', 'F11', 'C13', 'D15', 'D16', 'G18']",8,"{'K5toK5': 0.0, 'K5toJ8': 3.1622776601683795, 'K5toE8': 6.708203932499369, 'K5toF11': 7.810249675906654, 'K5toC13': 11.313708498984761, 'K5toD15': 12.206555615733702, 'K5toD16': 13.038404810405298, 'K5toG18': 13.601470508735444, 'J8toK5': 3.1622776601683795, 'J8toJ8': 0.0, 'J8toE8': 5.0, 'J8toF11': 5.0, 'J8toC13': 8.602325267042627, 'J8toD15': 9.219544457292887, 'J8toD16': 10.0, 'J8toG18': 10.44030650891055, 'E8toK5': 6.708203932499369, 'E8toJ8': 5.0, 'E8toE8': 0.0, 'E8toF11': 3.1622776601683795, 'E8toC13': 5.385164807134504, 'E8toD15': 7.0710678118654755, 'E8toD16': 8.06225774829855, 'E8toG18': 10.198039027185569, 'F11toK5': 7.810249675906654, 'F11toJ8': 5.0, 'F11toE8': 3.1622776601683795, 'F11toF11': 0.0, 'F11toC13': 3.605551275463989, 'F11toD15': 4.47213595499958, 'F11toD16': 5.385164807134504, 'F11toG18': 7.0710678118654755, 'C13toK5': 11.313708498984761, 'C13toJ8': 8.602325267042627, 'C13toE8': 5.385164807134504, 'C13toF11': 3.605551275463989, 'C13toC13': 0.0, 'C13toD15': 2.23606797749979, 'C13toD16': 3.1622776601683795, 'C13toG18': 6.4031242374328485, 'D15toK5': 12.206555615733702, 'D15toJ8': 9.219544457292887, 'D15toE8': 7.0710678118654755, 'D15toF11': 4.47213595499958, 'D15toC13': 2.23606797749979, 'D15toD15': 0.0, 'D15toD16': 1.0, 'D15toG18': 4.242640687119285, 'D16toK5': 13.038404810405298, 'D16toJ8': 10.0, 'D16toE8': 8.06225774829855, 'D16toF11': 5.385164807134504, 'D16toC13': 3.1622776601683795, 'D16toD15': 1.0, 'D16toD16': 0.0, 'D16toG18': 3.605551275463989, 'G18toK5': 13.601470508735444, 'G18toJ8': 10.44030650891055, 'G18toE8': 10.198039027185569, 'G18toF11': 7.0710678118654755, 'G18toC13': 6.4031242374328485, 'G18toD15': 4.242640687119285, 'G18toD16': 3.605551275463989, 'G18toG18': 0.0}"
393,LEAP CREEP,6C+,"[{'Id': 1697843, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1697844, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1697845, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1697846, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1697847, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697848, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",26693,"['C5', 'E10', 'F14', 'F5', 'G18', 'H12']",6,"{'C5toC5': 0.0, 'C5toE10': 5.385164807134504, 'C5toF14': 9.486832980505138, 'C5toF5': 3.0, 'C5toG18': 13.601470508735444, 'C5toH12': 8.602325267042627, 'E10toC5': 5.385164807134504, 'E10toE10': 0.0, 'E10toF14': 4.123105625617661, 'E10toF5': 5.0990195135927845, 'E10toG18': 8.246211251235321, 'E10toH12': 3.605551275463989, 'F14toC5': 9.486832980505138, 'F14toE10': 4.123105625617661, 'F14toF14': 0.0, 'F14toF5': 9.0, 'F14toG18': 4.123105625617661, 'F14toH12': 2.8284271247461903, 'F5toC5': 3.0, 'F5toE10': 5.0990195135927845, 'F5toF14': 9.0, 'F5toF5': 0.0, 'F5toG18': 13.038404810405298, 'F5toH12': 7.280109889280518, 'G18toC5': 13.601470508735444, 'G18toE10': 8.246211251235321, 'G18toF14': 4.123105625617661, 'G18toF5': 13.038404810405298, 'G18toG18': 0.0, 'G18toH12': 6.082762530298219, 'H12toC5': 8.602325267042627, 'H12toE10': 3.605551275463989, 'H12toF14': 2.8284271247461903, 'H12toF5': 7.280109889280518, 'H12toG18': 6.082762530298219, 'H12toH12': 0.0}"
